trackID,genreID
7775,173467
7777,131552
7779,61215
7780,278302
7796,155788
7818,279143
7909,34486
7947,279143
7953,61215
8012,88853
8061,82064
8097,17453
8190,17453
8216,112055
8295,173655
8310,215068
8347,48505
8353,293688
8355,61215
8372,48717
8383,158282
8425,17453
8425,109592
8501,198263
8521,131552
8565,110478
8573,266781
8682,82064
8767,173467
8798,173467
8839,131552
8843,17453
8863,33722
8870,199606
8886,279143
8890,88853
8906,99463
8953,242383
8989,81520
8993,131552
9010,33722
9094,88853
9130,199606
9173,242383
9254,199606
9266,61215
9297,65985
9309,75409
9328,81520
9348,82064
9374,48505
9375,146792
9407,48717
9456,61215
9463,61215
9520,34486
9545,289568
9556,228419
9624,34486
9635,61215
9636,55447
9669,199606
9720,131552
9726,79926
9803,131552
9814,172023
9817,158282
9859,48505
9861,33204
9870,73523
9940,266781
10056,133159
10059,219193
10062,173467
10063,8400
10064,64970
10068,88853
10070,139095
10081,159815
10124,82064
10139,131552
10181,233978
10234,18161
10360,61215
10369,158282
10415,88853
10420,31567
10455,274088
10488,88853
10508,126500
10542,173467
10559,99463
10559,67098
10610,33722
10640,173467
10647,176858
10706,181653
10721,282464
10766,200901
10772,61215
10794,192976
10800,242383
10803,176858
10808,61215
10812,131552
10824,172023
10843,131552
10888,138875
10926,224280
10928,61215
10971,233978
11022,219193
11071,79926
11071,109592
11147,61215
11200,274088
11252,279143
11286,235074
11316,17680
11368,201738
11404,35389
11426,219193
11433,189467
11479,61215
11483,173467
11502,34486
11504,158282
11529,199606
11590,271945
11712,176858
11717,61215
11733,207648
11758,61215
11771,61215
11778,33722
11990,158282
12028,279143
12073,99463
12073,67098
12087,71345
12208,61215
12241,33722
12278,17453
12304,61215
12359,48505
12443,48505
12450,158282
12499,176858
12610,256783
12678,274088
12681,274088
12750,34486
12766,186803
12807,61215
12823,51420
12892,17453
12922,199606
12929,34486
12953,155264
12996,61215
13037,34486
13083,176858
13126,9667
13139,131552
13186,61215
13193,61215
13198,206627
13231,61215
13283,149962
13285,207648
13305,172023
13317,67098
13369,61215
13587,274088
13605,88853
13624,174731
13722,228419
13734,173467
13908,201738
13991,33722
14018,218185
14023,176858
14086,214765
14088,99463
14114,131552
14117,131552
14129,88853
14225,214765
14348,268304
14348,88853
14354,3969
14386,61215
14407,172023
14413,61215
14466,88853
14564,65985
14605,51420
14611,158282
14645,189467
14654,48505
14692,48717
14704,228419
14804,172023
14822,158282
14854,82064
14864,154024
14890,34486
14963,228419
14991,228419
15141,266306
15155,131552
15187,110478
15207,19913
15214,158282
15225,35389
15247,9667
15254,177561
15278,274161
15301,224280
15341,98687
15348,62246
15405,146792
15428,242383
15463,199606
15490,294310
15567,139095
15667,35389
15682,253120
15710,18161
15724,61215
15769,145948
15789,146792
15884,48505
15951,274088
15971,201738
16038,176858
16078,233978
16125,82378
16196,33722
16256,133159
16429,17453
16432,17453
16457,61215
16537,48717
16598,82064
16617,48505
16682,139095
16721,131552
16722,274088
16726,214765
16728,158282
16747,88853
16777,109592
16820,131552
17029,61215
17098,233978
17122,201738
17125,201738
17176,155264
17184,48505
17189,88853
17200,162234
17213,266073
17293,274088
17438,88853
17451,274088
17495,173467
17515,158282
17535,242383
17542,278302
17593,34486
17630,271945
17700,35389
17732,101335
17750,243099
17759,173180
17760,158282
17772,173655
17779,199606
17809,17453
17834,224280
17849,214765
17852,19913
17883,199606
18061,62246
18077,274088
18122,199606
18136,48505
18171,207481
18191,274161
18219,208198
18308,278302
18329,182697
18342,173467
18342,48505
18443,131552
18464,158282
18483,173467
18593,88853
18649,33722
18749,34486
18786,61215
18898,274088
18995,82064
19037,266781
19115,33722
19129,259669
19171,103715
19180,131552
19186,124579
19215,19913
19281,61215
19301,131552
19322,3969
19349,196528
19403,34486
19488,172023
19541,242383
19546,158282
19550,158282
19588,142021
19592,205389
19595,186413
19679,158282
19695,294310
19772,88853
19782,34486
19783,181006
19862,131552
19900,67098
19916,33722
19934,147886
19984,268304
20004,266781
20009,75409
20015,88853
20017,142021
20062,281429
20165,266781
20165,251593
20173,61215
20207,199606
20216,213809
20308,12274
20325,189467
20368,48505
20383,18161
20392,34486
20425,8400
20506,17453
20515,61215
20571,155788
20617,51420
20632,48717
20633,61215
20726,181653
20846,61215
20902,48717
21026,19913
21051,88853
21143,201738
21156,279143
21159,81520
21164,109592
21352,77904
21368,9432
21432,78966
21478,176858
21498,17680
21516,163949
21536,109592
21557,138304
21596,17453
21602,242383
21636,242383
21666,173467
21686,33722
21709,139095
21726,274088
21820,159815
21851,33722
21868,214110
21888,82064
22077,99415
22113,33722
22130,279143
22266,159815
22267,207481
22268,205389
22284,82064
22413,73523
22473,199606
22482,61215
22501,161649
22520,147886
22596,247539
22597,214110
22598,48505
22634,88853
22677,274088
22760,33722
22852,61215
22938,61215
22941,198263
22950,173655
23056,155264
23135,18161
23138,61215
23159,189467
23185,61215
23331,176858
23336,233978
23415,30949
23480,201738
23583,162234
23626,79926
23647,88853
23661,131552
23668,33722
23693,88853
23755,173467
23758,61215
23803,199606
23834,212410
23972,34486
24022,174731
24022,88853
24200,142021
24321,34486
24333,274088
24352,162234
24412,88853
24428,91653
24439,139095
24439,242383
24463,131552
24483,88853
24550,61215
24649,33722
24695,176858
24747,274161
24968,61215
24970,287681
25063,61215
25079,173467
25180,172023
25187,274088
25200,61215
25231,208198
25399,172023
25408,131552
25410,131552
25487,17453
25500,242383
25504,76912
25550,61215
25841,48505
25854,218185
25923,88853
25932,268217
25959,131552
25981,173655
26025,103715
26040,162234
26136,77904
26142,199606
26168,3969
26200,242383
26211,256783
26227,79926
26244,214765
26253,133159
26277,61215
26321,205389
26334,61215
26339,211809
26358,48505
26360,82064
26371,139095
26378,139095
26402,131552
26423,208198
26499,33722
26576,224280
26578,61215
26661,224280
26774,82378
26944,266073
27008,17453
27029,34486
27064,218185
27091,77904
27095,161601
27127,35389
27167,34486
27188,158282
27204,33722
27237,61215
27268,88853
27341,34486
27420,133159
27437,173467
27438,207648
27440,34486
27509,146792
27531,90309
27556,82064
27578,131552
27655,242383
27703,228419
27728,34486
27761,61215
27776,201738
27907,103715
27954,17453
27954,67331
28020,61215
28046,34486
28081,51420
28115,61215
28116,9667
28134,172023
28239,61215
28241,174731
28246,176858
28278,278302
28355,112055
28416,48717
28450,34486
28632,268304
28658,268304
28670,139095
28676,17453
28681,61215
28745,218185
28761,61215
28776,161601
28802,131552
28857,173467
28904,82064
28909,199606
28955,274088
28985,281429
29019,173467
29028,233978
29051,27110
29091,162234
29121,158282
29128,48717
29135,61215
29187,75409
29198,17453
29210,214765
29302,172023
29305,34486
29307,201738
29342,199606
29343,48717
29428,61215
29503,3969
29521,12274
29587,181006
29602,158282
29640,17453
29735,61215
29767,131552
29790,242383
29802,131552
29829,243099
29842,274161
29897,34486
29904,213809
29969,123396
29986,158282
29995,158282
30001,212410
30081,55756
30092,48505
30137,67186
30155,33722
30177,88853
30186,131624
30203,199606
30224,155264
30248,209270
30274,176858
30311,146103
30326,293688
30372,17453
30388,35389
30398,67331
30435,61215
30475,150385
30506,173467
30594,274088
30600,48505
30623,241089
30670,173655
30805,259669
30849,287681
30857,158282
30863,61215
31000,88853
31014,33204
31048,259669
31093,34486
31093,99463
31114,51420
31201,34486
31215,67098
31226,176858
31274,208198
31343,34486
31353,79926
31394,18161
31437,214765
31554,233978
31634,103715
31820,61215
31846,48505
31849,131552
31869,127864
31888,61215
31936,189467
31980,173655
32083,131552
32135,81520
32193,75409
32200,142021
32204,146792
32311,19913
32352,139095
32402,274088
32406,37405
32445,242383
32599,34486
32629,17453
32642,224280
32662,33722
32691,294310
32754,131552
32840,199606
32894,67098
32900,34486
32930,99463
32945,90309
32992,31567
33015,243099
33024,34486
33094,48505
33294,61215
33296,48505
33335,17453
33348,126500
33356,84705
33411,17453
33424,33722
33481,293670
33497,158282
33622,274088
33782,33722
33840,158282
33845,207648
33850,88853
33910,17453
33989,99463
33997,173467
34006,51420
34045,274161
34091,172023
34094,75409
34144,33722
34168,88853
34185,212410
34254,173467
34291,201738
34317,287681
34320,281429
34330,189467
34376,126500
34460,199606
34552,67331
34637,126500
34778,77904
34781,278302
34814,173180
34837,208198
34862,139095
34867,201738
34867,88853
34873,219193
34949,173467
34954,35389
34990,158282
34999,274161
35029,243099
35053,173467
35062,201738
35261,274088
35327,139095
35423,274088
35527,176858
35555,88853
35563,61215
35633,31567
35693,201738
35810,35389
35993,88853
36027,110478
36035,33722
36039,176858
36040,279143
36047,244713
36058,142021
36064,189467
36118,228419
36187,101667
36201,172023
36272,274088
36301,82064
36305,172023
36390,200901
36399,274088
36405,230141
36453,192976
36467,230141
36478,62246
36502,131552
36519,274088
36539,176858
36555,215068
36589,274088
36627,75691
36690,61215
36722,287681
36736,274088
36778,214765
36794,176858
36878,173467
36922,233978
36923,138875
36960,287681
36988,81520
36997,198263
37006,173655
37012,17453
37019,91653
37029,231121
37066,159186
37146,219193
37251,287681
37358,61215
37389,48505
37406,280261
37535,98154
37570,77904
37635,131552
37667,159815
37859,131552
37904,172023
38007,172023
38030,147886
38107,61215
38135,71345
38139,268304
38188,133159
38215,35389
38227,242383
38354,105160
38502,242383
38526,48505
38547,199606
38562,208198
38708,61215
38773,30949
38774,61215
38816,48717
38825,9667
38856,213809
38880,61215
38903,51420
38907,65985
38928,84705
38967,201738
38983,19913
38988,199606
38990,61215
38996,30949
39019,224280
39039,17453
39040,61215
39055,79926
39072,172023
39087,33722
39138,61215
39227,18161
39319,242383
39373,18161
39449,61215
39504,71345
39574,82064
39575,17453
39584,201738
39649,279143
39716,131552
6611,131552
7039,88853
9638,17453
11545,34486
12976,88853
13461,131552
13633,17453
13662,162234
13996,33722
14591,61215
14627,131552
14864,19913
15539,105160
16632,18161
16766,281429
17348,192976
17664,67098
17827,281429
18345,35389
18547,198263
19163,146792
19293,88853
19406,159815
19764,37405
20787,268304
20973,172023
21085,131552
21135,35389
21564,61215
21605,201738
22266,19913
22321,131552
22398,199606
22829,182697
23084,131552
23347,205389
23398,233978
23545,268304
23555,162234
23567,224280
23582,62289
23802,287681
24021,9432
24143,77904
24241,199606
24509,31567
24548,201738
24907,224280
24998,18161
25032,274088
25621,88853
25857,48505
25914,98154
26230,214765
26760,274088
27158,213809
27304,242383
27524,34486
27528,90309
28513,33722
28629,67098
29028,61215
29376,158282
29415,279143
29451,177561
29553,19913
29827,67331
30061,33722
30160,82064
30578,34486
30594,131552
30644,12274
30815,155264
30968,3969
30988,61215
31142,176858
31234,173467
31670,17453
31934,109592
31965,35389
31991,79926
31994,48505
32167,201738
32180,61215
32332,233978
32356,176858
32489,61215
32493,61215
32500,90309
32627,76912
32880,131552
32930,163949
33038,172023
33049,244713
33109,176858
33177,31567
33308,34486
33344,19913
33356,155264
33536,61215
33539,61215
33681,108091
33970,293688
34136,230141
34182,131552
34547,244713
34583,172023
34909,101667
35016,198263
35199,62246
35432,161649
35550,163949
35593,214110
35780,61215
35805,177561
35869,287681
36301,219193
36494,88853
36605,61215
36926,147886
37173,274088
37381,233978
37452,48505
37467,158282
37563,133159
37686,251593
37712,201738
37778,281429
37973,201738
38052,61215
38173,88853
38407,35389
38453,133159
38524,287681
38540,268304
38543,279143
38551,33722
38600,266781
38862,33722
38913,131552
39063,17453
39133,170545
39142,133159
39379,181406
39532,293670
39739,214110
39744,150385
39854,199606
39917,199606
39918,214765
39946,214765
39972,200632
39990,174731
40018,82064
40031,34486
40094,105160
40097,172023
40145,162234
40174,67098
40234,34486
40246,34486
40285,146792
40363,233978
40384,35389
40419,82064
40429,131552
40434,61215
40453,61215
40527,127864
40553,274088
40592,198263
40625,176858
40627,239725
40638,22299
40668,146103
40806,268304
40810,177561
40885,259280
40947,266781
40976,123396
41023,174731
41063,67331
41076,88853
41078,274088
41088,33722
41099,131552
41127,81520
41208,142021
41268,199606
41286,62246
41304,61215
41380,212410
41382,230141
41398,34486
41398,228419
41417,18161
41471,33204
41600,34486
41615,206269
41635,224280
41707,162234
41712,9667
41723,199606
41775,31104
41802,133159
41833,105160
41838,33722
41864,77904
41886,126500
41895,9432
41907,173467
41935,256783
41970,82064
42058,162234
42064,199606
42078,173655
42098,18161
42099,146792
42101,158282
42105,88853
42113,173467
42147,287681
42174,82064
42189,131552
42359,176858
42359,79926
42430,146792
42433,34486
42513,61215
42527,139095
42530,224280
42534,199606
42545,131552
42549,33204
42603,219193
42615,173467
42658,124579
42688,61215
42699,34486
42716,9432
42819,99463
42822,27110
42824,274088
42846,34486
42855,33722
42881,67098
42922,212410
43073,173467
43077,61215
43131,199606
43146,172023
43149,17453
43207,161601
43286,79926
43297,71345
43300,147886
43328,131552
43359,110478
43464,173467
43512,173467
43521,34486
43565,279143
43596,139095
43630,88853
43646,82064
43682,253120
43711,131552
43736,155264
43774,34486
43864,242383
43875,208198
43981,47898
44012,48505
44045,18161
44205,81520
44287,279143
44366,34486
44370,71345
44380,30949
44403,198263
44446,116130
44469,199606
44484,158282
44504,61215
44514,274088
44539,207648
44601,219193
44626,208198
44685,173467
44747,131552
44842,161601
44923,9432
44932,131552
44968,61215
44982,131552
44987,279143
45003,18161
45029,61215
45046,18161
45149,251593
45171,161649
45181,9432
45209,51420
45216,158282
45219,79926
45221,35389
45300,158282
45338,103715
45421,8400
45446,158282
45450,34486
45461,79926
45492,82064
45548,176858
45567,9667
45582,67098
45595,30949
45629,274088
45638,172023
45652,146103
45661,176858
45665,214765
45762,61215
45782,61215
45928,158282
45967,61215
46015,131552
46048,162234
46157,131552
46164,131552
46185,182697
46186,22299
46188,34486
46193,81520
46194,81520
46211,34486
46216,147886
46230,33722
46239,158282
46254,88853
46294,48505
46328,61215
46355,142021
46393,208198
46401,201738
46428,158282
46428,81520
46478,34486
46552,224280
46567,176858
46636,79926
46661,110478
46716,224280
46835,230141
46837,34486
47049,274088
47059,158282
47181,138304
47211,61215
47222,51420
47249,192976
47268,279143
47271,17453
47363,199606
47389,84705
47400,274088
47414,274088
47421,266781
47481,67098
47579,30949
47588,17453
47588,67331
47589,274161
47650,214765
47678,61215
47754,61215
47788,176858
47791,219193
47794,274088
47799,17453
47839,37405
47858,131552
47886,176858
47905,181006
47984,84705
47988,206627
48000,242383
48028,9667
48057,173467
48062,48505
48166,173467
48177,182697
48303,233978
48312,48505
48316,91653
48327,219193
48361,266073
48424,274088
48456,123396
48497,84705
48501,17453
48521,266781
48587,109592
48630,131552
48665,35389
48678,214765
48694,61215
48714,287681
48843,62246
48894,228419
48900,133159
48945,201738
48985,8400
49008,274088
49016,75409
49078,172023
49084,40467
49135,133159
49137,139095
49146,51420
49164,173180
49174,196528
49210,61215
49265,51420
49324,131552
49334,131552
49367,34486
49367,213809
49391,242383
49395,177561
49401,146792
49413,244713
49417,45077
49420,201738
49458,33722
49503,48505
49570,242383
49581,88853
49590,259280
49618,176858
49618,19913
49618,133159
49663,224280
49673,131552
49705,48505
49768,147886
49793,48505
49834,81520
49857,73523
49914,158282
49954,73523
49972,33722
49972,224280
49982,266781
50020,98154
50048,275144
50084,17453
50098,259669
50150,259669
50150,48717
50235,61215
50298,18161
50316,110478
50325,91431
50333,287681
50457,279143
50496,133159
50545,214765
50551,35389
50579,199606
50739,176858
50742,61215
50808,62246
50811,173467
50823,242383
50884,90309
50892,198263
50894,17680
50971,139095
50988,82064
51000,274088
51000,79926
51037,48505
51049,173467
51056,61215
51229,56000
51307,136406
51341,231121
51419,3969
51525,19913
51548,61215
51550,48717
51551,9667
51582,186413
51589,33204
51593,274088
51650,268304
51651,233978
51685,48717
51718,109592
51731,158282
51773,172023
51794,268304
51826,158282
51846,176858
51874,173467
51917,34486
51958,224280
51970,61215
51997,287681
52025,3969
52028,198263
52030,242383
52046,158282
52049,287681
52107,88853
52117,172023
52176,224280
52189,78966
52294,173467
52299,9667
52454,48505
52471,242383
52503,34486
52531,84705
52535,173655
52615,61215
52649,201738
52671,34486
52673,75409
52702,148278
52711,18161
52790,274088
52803,67186
52877,147886
52909,131552
52953,33722
52985,199606
53026,61215
53028,279143
53129,109592
53138,88853
53140,33722
53158,172023
53198,274088
53280,142021
53360,155264
53365,88853
53397,131552
53431,18161
53450,200901
53474,212410
53587,118720
53644,172023
53704,61215
53716,201738
53721,123396
53748,212410
53755,88853
53773,81520
53804,173467
53839,61215
53855,34486
53880,293688
53910,61215
53942,61215
53964,47898
54000,17453
54020,61215
54027,214110
54028,216462
54117,48505
54149,266781
54150,215068
54165,266781
54217,19913
54226,88853
54238,35389
54267,256783
54283,259669
54303,61215
54360,17453
54404,192976
54464,123396
54468,61215
54585,61215
54606,34486
54648,17453
54702,82064
54726,207648
54741,65985
54765,61215
54946,287681
55011,172023
55065,182697
55069,9432
55227,88853
55347,61215
55406,242383
55526,34486
55567,131552
55609,214765
55618,139095
55634,34486
55713,33722
55774,139095
55831,274088
55851,99463
55903,34486
55917,30949
55929,61215
55963,131552
55973,34486
55993,18161
56095,88853
56131,34486
56162,274088
56225,48505
56270,79926
56347,17453
56395,155264
56409,181006
56439,201738
56472,131552
56519,34486
56534,243099
56535,199606
56551,199606
56572,131624
56619,61215
56631,216462
56686,77904
56706,33722
56708,274088
56748,109592
56754,176858
56758,131552
56787,176858
56805,274088
56850,61215
56886,33722
56978,61215
57047,99463
57053,131552
57057,131552
57087,268217
57115,18161
57171,35389
57218,158282
57224,214765
57256,199606
57277,34486
57284,82064
57287,274161
57345,274088
57462,33722
57467,176858
57550,278302
57581,35389
57600,172023
57702,244713
57713,176858
57720,90309
57728,33722
57748,33204
57777,90309
57780,224280
57820,173467
57846,158282
57871,35389
57895,61215
57917,133159
57918,34486
57957,61215
58079,34486
58110,158282
58122,242383
58143,61215
58181,158282
58185,82378
58294,274088
58313,33722
58352,274088
58365,17453
58455,189467
58484,61215
58511,133159
58522,212410
58656,173467
58660,199606
58683,242383
58710,133159
58720,214765
58725,230141
58777,88853
58807,17453
58829,294310
58958,88853
58976,192976
58991,61215
59000,138304
59005,61215
59007,199606
59009,131552
59029,61215
59036,9667
59087,219193
59102,47898
59145,33722
59221,242383
59369,61215
59413,287681
59430,293688
59559,158282
59586,174731
59638,199606
59664,279143
59671,287681
59671,75409
59684,34486
59687,158282
59792,217757
59815,142021
59817,61215
59829,224280
59836,274088
59869,51420
59873,82064
59934,17453
59960,61215
59972,17453
59985,33722
59988,287681
60020,228419
60066,88853
60081,173467
60116,211809
60144,256783
60152,12274
60224,81520
60297,131552
60327,161601
60331,230141
60368,131552
60393,61215
60455,109592
60467,268217
60486,17453
60505,214765
60539,219193
60557,131552
60566,162234
60567,161601
60615,48505
60623,158282
60752,268304
60832,61215
60865,75409
60867,18161
60893,158282
60895,105160
60910,88853
60939,34486
60954,139095
61024,88853
61089,61215
61108,34486
61192,55756
61225,88853
61226,62246
61247,79926
61273,133159
61289,256783
61335,79926
61359,67331
61431,34486
61449,146792
61523,139095
61528,61215
61557,61215
61557,142021
61560,173467
61576,199606
61587,61215
61602,242383
61613,228419
61630,35389
61720,123396
61751,88853
61829,47898
61921,289568
61952,131552
61957,118720
61985,274161
61993,173467
62038,274088
62040,88853
62076,61215
62077,88853
62163,31104
62187,35389
62199,131552
62202,35389
62314,242383
62318,48505
62418,35389
62464,19913
62486,214765
62534,61215
62540,173467
62597,48505
62622,158282
62652,274088
62688,214110
62833,131552
62833,133159
62891,9432
62900,266781
62908,84705
62927,75691
62934,142021
62965,199606
63076,186803
63080,34486
63086,192976
63094,33722
63102,172023
63202,208198
63227,266781
63231,158282
63261,161649
63269,173467
63313,3969
63315,279143
63326,131552
63335,198263
63386,61215
63404,34486
63426,88853
63484,48505
63568,199606
63598,22299
63625,271945
63648,33722
63676,278302
63686,215068
63690,274161
63737,146792
63738,33722
63763,18161
63770,274088
63779,201738
63783,65985
63795,287681
63795,61215
63818,158282
63833,158282
63864,61215
63999,88853
64050,201738
64068,82064
64086,79926
64089,88853
64191,48505
64192,48505
64247,214765
64258,201738
64287,199606
64302,131552
64398,242383
64452,242383
64482,150385
64492,158282
64513,279143
64524,199606
64526,61215
64532,173467
64574,161649
64668,268304
64684,88853
64723,172023
64735,173467
64815,266781
64821,34486
64854,158282
64869,67331
64942,173467
64949,88853
65004,133159
65024,244713
65043,34486
65051,268304
65078,35389
65123,228419
65130,146792
65157,17453
65184,88853
65221,88853
65229,224280
65279,176858
65283,19913
65323,61215
65467,279143
65589,61215
65593,131552
65607,243099
65608,88853
65621,131552
65741,207648
65797,199606
65799,33722
65801,34486
65891,88853
65909,201738
66008,201738
66026,67098
66057,65985
66105,162234
66130,268304
66137,131552
66137,214110
66174,158282
66255,199606
66264,219193
66305,198263
66343,88853
66354,67331
66363,173467
66377,174731
66402,8400
66593,98154
66754,3969
66800,51420
66844,11688
66901,158282
66929,251593
66951,198263
66959,17453
67004,242383
67019,215068
67037,182697
67041,61215
67072,3969
67089,112055
67124,75409
67137,45077
67158,65985
67175,67331
67209,88853
67304,19913
67347,176858
67349,131552
67387,99463
67393,131552
67461,224280
67537,274088
67538,176858
67568,33204
67610,131552
67616,35389
67681,131552
67734,34486
67739,82064
67815,205389
67823,199606
67844,47898
67888,88853
67915,139095
67960,279143
68044,88853
68117,131552
68137,256783
68248,196528
68286,274088
68353,139095
68392,293688
68398,173467
68433,82064
68511,35389
68531,8400
68544,88853
68556,199606
68588,287681
68649,279143
68662,150385
68662,75409
68690,274088
68770,62289
68843,189467
68866,214765
68888,131552
68898,61215
68901,158282
68921,239725
68940,259669
68956,18161
68968,88853
68973,31567
68985,3969
69128,34486
69177,9667
69225,109592
69226,174731
69274,201738
69279,205389
69291,65985
69317,61215
69331,61215
69342,158282
69344,88853
69371,88853
69392,34486
69526,88853
69534,61215
69605,84705
69618,61215
69647,158282
69711,189467
69780,192976
69857,88853
69863,61215
69887,199606
69902,62246
69916,61215
70021,278302
70043,48717
70096,79926
70106,33722
70120,162234
70163,88853
70170,155264
70208,33722
70231,253120
70296,17453
70324,242383
70348,35389
70351,61215
70353,34486
70354,98856
70376,274088
70376,88853
70451,116130
70451,274088
70465,279143
70467,176858
70551,173467
70606,31567
70673,146103
70708,147886
70797,218185
70838,287681
70851,214110
70909,19913
70933,33722
70950,123396
70966,176858
71009,17453
71033,172023
71044,208198
71107,19913
71128,209270
71162,56000
71202,62289
71225,172023
71245,118720
71262,82378
71279,34486
71312,173467
71339,77904
71377,34486
71422,172023
71435,88853
71493,99463
71553,242383
71591,214836
71607,17453
71607,274088
71620,287681
71694,242383
71749,131552
71758,158282
71814,173467
71855,103715
71864,158282
71931,266781
71974,198263
72021,48717
72032,147886
72133,77904
72182,84705
72192,274088
72265,243099
72272,293688
72299,176858
72382,198263
72413,158282
72431,279143
72487,158282
72539,88853
72601,77904
72613,162234
72614,287681
72668,82064
72742,158282
72857,37405
72873,280261
72885,201738
73004,9667
73006,33722
73053,61215
73061,181006
73105,279143
73160,173467
73162,146103
73174,61215
73205,158282
73222,88853
73301,35389
73343,244713
73404,18161
73454,161601
73486,177561
73508,147886
73514,172023
73607,274088
73618,34486
73623,271945
73628,98856
73644,198263
73709,279143
73752,172023
73752,201738
73761,61215
73788,33722
73817,228419
73919,99463
73937,173655
73967,31567
74004,67331
74012,208198
74023,173467
74038,35389
74094,173655
74255,61215
74256,48505
74362,213809
74379,253120
74399,274088
74421,224280
74457,55756
74488,173467
74506,19913
74509,17680
74557,243099
74580,88853
74639,173467
74676,61215
74684,158282
74684,67331
74702,181006
74714,34486
74718,279143
74814,61215
74832,19913
74850,228419
74900,11688
74925,268304
75030,75691
75046,109592
75055,199606
75064,219193
75072,61215
75096,173467
75100,33204
75107,51420
75170,75409
75206,268304
75241,176858
75285,133159
75286,88853
75369,84705
75395,61215
75395,109592
75420,33722
75524,214765
75562,214765
75601,281429
75637,219193
75644,172023
75707,34486
75755,274088
75834,201738
75955,48717
76035,65985
76043,61215
76043,212410
76075,61215
76076,274088
76086,274088
76093,34486
76226,242383
76271,18161
76281,35389
76281,31104
76336,34486
76356,162234
76364,173467
76366,61215
76372,131552
76377,205389
76429,82378
76514,61215
76539,266073
76555,34486
76590,162234
76595,61215
76671,150385
76697,61215
76754,242383
76772,61215
76776,61215
76783,35389
76794,176858
76864,33722
76874,18161
76907,215068
76916,219193
76978,123396
77045,18161
77052,173655
77075,274088
77080,214765
77093,158282
77093,172023
77118,242383
77147,287681
77218,34486
77225,123396
77265,189467
77276,281429
77300,61215
77336,256783
77357,281429
77373,90309
77405,123396
77449,76912
77491,173467
77523,61215
77532,242383
77541,18161
77545,51420
77554,131552
77605,181653
77619,275144
77673,231121
77698,79926
77753,61215
77848,172023
77960,173655
77968,176858
77998,61215
78061,274161
78123,131552
78123,48505
78135,48505
78148,274088
78194,158282
78204,158282
78217,33204
78240,34486
78240,161649
78240,79926
78246,219193
78299,67098
78303,244713
78305,48717
78402,88853
78407,158282
78437,48505
78465,71345
78516,228419
78535,190638
78536,212410
78541,34486
78551,149962
78552,33722
78660,201738
78673,268304
78674,274088
78710,172023
78775,205389
78815,244713
78823,67098
78896,131552
78929,62246
78932,199606
78984,88853
78992,71345
78998,259669
79015,208198
79024,67098
79052,274088
79062,172023
79174,274088
79273,149962
79314,35389
79340,17453
79435,131552
79435,61215
79440,88853
79447,61215
79497,173467
79525,146792
79558,287681
79567,35389
79588,275144
79659,280261
79713,99463
79772,201738
79777,158282
79792,287681
79798,150385
79833,131552
