trackID,albumID,artistID
29787,71321.0,184936.0
29853,158538.0,201811.0
29862,121891.0,176963.0
30125,36954.0,255905.0
30135,109994.0,199265.0
30340,52698.0,132773.0
30354,1641.0,250941.0
30361,19335.0,161583.0
30491,129677.0,255765.0
30627,,
30797,54142.0,184074.0
30844,79413.0,119056.0
30930,53239.0,177361.0
30963,41155.0,6124.0
30970,68355.0,250370.0
30989,209490.0,197404.0
31003,134556.0,181549.0
31045,211785.0,40658.0
31090,223196.0,227957.0
31131,130489.0,201950.0
31250,42934.0,155100.0
31608,265341.0,283534.0
31837,113959.0,55051.0
31969,154802.0,211082.0
32311,129574.0,201997.0
32320,88555.0,177195.0
32336,2724.0,7539.0
32347,159827.0,261273.0
32445,263622.0,211701.0
32532,71750.0,210466.0
32537,114112.0,285743.0
32629,43772.0,107674.0
32659,265749.0,247050.0
32739,225405.0,81045.0
32878,244.0,106388.0
33022,79100.0,79851.0
33160,,
33161,172872.0,80486.0
33190,59033.0,256355.0
33306,290415.0,163891.0
33338,210067.0,161118.0
33358,176643.0,119201.0
33534,165121.0,263914.0
33569,,
33642,247916.0,
33799,114492.0,279988.0
33844,159747.0,23717.0
34059,166623.0,165176.0
34077,194577.0,236794.0
34159,141907.0,142559.0
34174,164705.0,143831.0
34257,205906.0,49441.0
34310,263425.0,
34468,165362.0,121902.0
34470,240598.0,85522.0
34637,209209.0,138216.0
34783,289167.0,189054.0
34806,,
34819,239444.0,201533.0
34871,265389.0,180868.0
34882,207356.0,210480.0
34957,29236.0,250370.0
35323,,
35411,86151.0,250878.0
35729,,
35774,,
35804,238412.0,139383.0
35912,264433.0,23798.0
35967,293918.0,142653.0
35999,107259.0,212630.0
36091,,
36185,70367.0,
36205,53053.0,92245.0
36317,186466.0,108483.0
36341,287356.0,251456.0
36474,48553.0,219475.0
36525,3918.0,13020.0
36532,4540.0,124724.0
36601,86644.0,145201.0
36729,65839.0,228132.0
36803,202322.0,151651.0
36818,39158.0,161723.0
36925,293098.0,278983.0
36938,268023.0,34134.0
37146,163723.0,160867.0
37251,291522.0,152940.0
37260,178420.0,211082.0
37368,213619.0,167643.0
37434,88463.0,5232.0
37458,,
37565,140285.0,263854.0
37761,11025.0,197089.0
37784,118904.0,263587.0
37787,107637.0,266746.0
37921,,
37969,5212.0,161435.0
38066,21405.0,70710.0
38071,147292.0,224694.0
38262,56694.0,284395.0
38377,287114.0,
38388,157977.0,5787.0
38444,,
38559,277034.0,169757.0
38732,183992.0,236903.0
38879,196824.0,152940.0
38901,263827.0,166141.0
38918,215846.0,
38987,41352.0,170396.0
39490,,
39492,65634.0,4409.0
39529,263377.0,
39571,36088.0,18131.0
39610,280873.0,266352.0
39959,102476.0,196400.0
40095,250876.0,287887.0
40505,227879.0,197089.0
40597,153588.0,293719.0
40600,159545.0,79840.0
40603,11087.0,176213.0
40630,243196.0,286976.0
40763,93301.0,141866.0
40819,256333.0,
40858,181275.0,291812.0
40861,15407.0,258193.0
40924,137416.0,78503.0
41045,131700.0,73411.0
41096,28275.0,64811.0
41122,,
41173,,
41181,112426.0,267554.0
41380,49739.0,276506.0
41387,240838.0,276747.0
41429,144754.0,238693.0
41441,167364.0,7539.0
41509,,
41600,5615.0,13428.0
41874,92803.0,222021.0
42030,292152.0,198148.0
42089,132187.0,73667.0
42243,89322.0,197404.0
42283,284826.0,212630.0
42318,54809.0,197314.0
42392,73798.0,3607.0
42492,60122.0,271901.0
42568,229054.0,262766.0
42605,22753.0,195412.0
42693,158679.0,270238.0
42903,211747.0,290956.0
42933,292251.0,231934.0
43073,236722.0,236546.0
43265,23566.0,227957.0
43347,205270.0,147980.0
43426,53940.0,56975.0
43597,231534.0,144802.0
43652,182939.0,189272.0
43791,56082.0,114340.0
43886,16007.0,64052.0
43887,6581.0,84678.0
43902,185169.0,271482.0
43932,97442.0,189081.0
44084,137168.0,293425.0
44217,6861.0,172223.0
44224,143859.0,249114.0
44368,180932.0,257965.0
44437,131463.0,16785.0
44575,23578.0,161823.0
44652,167762.0,130549.0
44725,153456.0,189176.0
44984,174931.0,141866.0
45020,100330.0,222273.0
45111,20549.0,199723.0
45275,61484.0,79566.0
45693,106570.0,181893.0
45706,152936.0,160961.0
45776,221415.0,38439.0
45910,179579.0,185014.0
46021,128494.0,124724.0
46094,274973.0,241552.0
46110,25386.0,141789.0
46266,148985.0,33437.0
46443,157925.0,214565.0
46459,263839.0,72279.0
46504,277630.0,31825.0
46606,279570.0,179286.0
46638,81832.0,179846.0
46645,121431.0,224968.0
46732,,
46790,,
46862,238033.0,251690.0
46866,41659.0,81953.0
46912,207011.0,83838.0
46948,,
46994,13102.0,35415.0
47016,106445.0,124430.0
47107,19846.0,191782.0
47169,281616.0,272107.0
47196,266423.0,293278.0
47308,208841.0,190771.0
47401,686.0,281785.0
47627,117892.0,115855.0
47697,205609.0,172223.0
47850,279973.0,75041.0
48055,170689.0,
48063,59341.0,165176.0
48156,241130.0,31081.0
48407,86685.0,244485.0
48421,4037.0,255855.0
48690,218355.0,189604.0
48738,144404.0,123669.0
48752,46538.0,136574.0
48765,44147.0,253380.0
48783,69642.0,20639.0
48932,140967.0,79840.0
49003,,
49085,18779.0,114848.0
49116,251267.0,218808.0
49123,,
49141,153063.0,88548.0
49224,21264.0,38290.0
49261,209932.0,51210.0
49303,75809.0,83799.0
49482,40342.0,293278.0
49495,281316.0,154451.0
49572,192624.0,98399.0
49595,22930.0,179846.0
49711,48392.0,21138.0
49773,,
49858,202535.0,288449.0
49957,285918.0,290929.0
50075,251148.0,64773.0
50097,221919.0,287417.0
50139,210123.0,85479.0
50229,172388.0,163052.0
50245,129120.0,244384.0
50246,283995.0,27348.0
50326,242770.0,149499.0
50413,263359.0,16428.0
50419,138948.0,11230.0
50470,147138.0,118736.0
50477,,
50484,221912.0,222915.0
50488,41201.0,
50533,226308.0,14234.0
50627,164425.0,61291.0
50671,287682.0,166141.0
50793,241968.0,177929.0
50838,208902.0,28834.0
50888,250570.0,115834.0
50962,5460.0,124430.0
51008,31476.0,47263.0
51052,149877.0,294356.0
51250,,
51297,246045.0,286532.0
51353,,
51414,,
51422,130990.0,240805.0
51445,13705.0,257313.0
51551,61460.0,281536.0
51574,187287.0,207595.0
51641,20922.0,33491.0
51822,215176.0,30872.0
51851,295759.0,24648.0
51857,101680.0,31279.0
51858,286398.0,180264.0
51931,28083.0,273176.0
52120,192096.0,247686.0
52163,265788.0,270174.0
52347,146846.0,206831.0
52382,38331.0,244306.0
52400,98327.0,222623.0
52470,137587.0,163245.0
52560,195983.0,130549.0
52566,77460.0,83799.0
52655,,
52677,274423.0,54975.0
52852,,
52881,45168.0,38054.0
52897,,
52953,176209.0,245257.0
53238,158094.0,211565.0
53247,115438.0,150487.0
53346,169141.0,76040.0
53379,201368.0,98456.0
53436,215804.0,271901.0
53462,196173.0,
53469,282551.0,275163.0
53483,,
53589,124648.0,144732.0
53662,187320.0,88656.0
53784,13653.0,110324.0
53844,,
53856,273469.0,32976.0
53905,237356.0,184074.0
53915,150549.0,139383.0
54134,166972.0,236794.0
54162,128149.0,232604.0
54330,177865.0,172046.0
54371,39651.0,189054.0
54390,172147.0,57037.0
54440,222527.0,57037.0
54542,101435.0,95766.0
54589,29831.0,206388.0
55166,184731.0,293119.0
55193,174077.0,129169.0
55220,122150.0,4664.0
55255,176739.0,251535.0
55266,4129.0,211082.0
55413,269245.0,99218.0
55418,166098.0,22474.0
55490,224733.0,186690.0
55510,170026.0,22379.0
55824,289835.0,7539.0
55908,11903.0,241993.0
55945,110487.0,197404.0
55992,29267.0,182018.0
56002,218922.0,170825.0
56008,148680.0,115701.0
56028,123329.0,195772.0
56296,181803.0,197132.0
56370,232432.0,191898.0
56421,179010.0,48623.0
56443,,
56544,26717.0,236742.0
56566,207062.0,284663.0
56703,,
56717,,
56722,,
56756,208663.0,256463.0
56779,189522.0,294545.0
56950,137124.0,152077.0
57004,187723.0,237737.0
57019,192082.0,90605.0
57073,187661.0,84356.0
57078,,
57092,104879.0,267431.0
57132,22766.0,294690.0
57139,162077.0,120455.0
57217,284516.0,116442.0
57337,76179.0,186054.0
57510,180633.0,206831.0
57553,238580.0,275945.0
57559,,
57586,252834.0,15603.0
57598,19618.0,123444.0
57693,38877.0,277625.0
57710,232105.0,138107.0
57713,,
57782,180457.0,36211.0
57789,117186.0,33686.0
57882,225794.0,14111.0
57948,216270.0,142360.0
58036,133574.0,263587.0
58294,124897.0,113759.0
58324,,
58359,267658.0,211082.0
58409,245296.0,191782.0
58468,113533.0,199930.0
58672,282140.0,36688.0
58838,295390.0,120641.0
58846,91371.0,231128.0
58906,156406.0,93804.0
58949,58415.0,270715.0
58964,67305.0,277719.0
59061,96115.0,140956.0
59185,24503.0,7089.0
59351,292172.0,177488.0
59392,54272.0,266311.0
59394,74779.0,260011.0
59483,214451.0,241552.0
59619,182523.0,292535.0
59657,19433.0,127089.0
59840,16068.0,206384.0
60169,248808.0,4405.0
60171,199708.0,51486.0
60667,74365.0,123179.0
60910,142515.0,211661.0
61281,,
61413,33487.0,234926.0
61647,60122.0,271901.0
61673,190760.0,199475.0
61793,118834.0,210466.0
61820,239461.0,53553.0
61897,151877.0,50101.0
62035,200979.0,135735.0
62368,252205.0,201819.0
62435,119958.0,58463.0
62483,149571.0,197867.0
62485,147285.0,3171.0
62491,246701.0,197404.0
62591,35385.0,121065.0
62597,,
62699,78302.0,231128.0
62770,96624.0,281536.0
62796,223964.0,74033.0
62893,,
62926,74584.0,26667.0
62934,8338.0,3091.0
63085,155793.0,85254.0
63095,,
63196,106940.0,231934.0
63226,81288.0,2663.0
63315,172733.0,227696.0
63384,217823.0,59956.0
63412,118385.0,5780.0
63574,4063.0,207888.0
63645,,
63770,282627.0,227957.0
63989,155172.0,189708.0
64113,,
64132,139960.0,778.0
64134,257490.0,254836.0
64162,188728.0,85208.0
64224,90552.0,62335.0
64263,229945.0,58381.0
64266,37221.0,242999.0
64465,27456.0,264775.0
64509,167469.0,20497.0
64601,246287.0,51023.0
64685,70934.0,199838.0
64708,,
64861,185088.0,147621.0
64875,245428.0,114091.0
64912,279441.0,8627.0
64935,47382.0,50109.0
65003,281817.0,194960.0
65116,200286.0,135338.0
65143,43004.0,58381.0
65193,140639.0,280954.0
65244,276555.0,252226.0
65338,111163.0,127893.0
65396,62194.0,105364.0
65406,157923.0,
65488,155622.0,25333.0
65687,218922.0,170825.0
65755,81394.0,51210.0
65794,33102.0,138935.0
65965,157206.0,
66108,207733.0,125317.0
66142,109067.0,151224.0
66156,,250221.0
66339,245819.0,215881.0
66484,126855.0,248697.0
66508,,
66550,249722.0,161019.0
66567,21674.0,121457.0
66663,155305.0,
66797,186099.0,232565.0
66807,95854.0,141866.0
66872,119118.0,282254.0
66902,3030.0,144318.0
66930,60046.0,107392.0
66941,229095.0,122505.0
67081,29351.0,79500.0
67082,133630.0,167993.0
67126,267778.0,31321.0
67155,166468.0,99960.0
67271,63138.0,104462.0
67377,184141.0,33597.0
67513,103669.0,9134.0
67576,73746.0,7089.0
67606,216025.0,249359.0
67673,281998.0,222273.0
67774,115332.0,161118.0
67916,48324.0,178617.0
67919,61981.0,106765.0
67946,235965.0,289660.0
67974,281602.0,66709.0
68027,196968.0,23000.0
68060,282796.0,210480.0
68153,116950.0,181236.0
68188,,
68342,21346.0,231613.0
68411,65654.0,178994.0
68475,52749.0,211338.0
68497,153063.0,88548.0
68579,208961.0,4216.0
68628,28793.0,249359.0
68677,66167.0,156136.0
68772,204323.0,192928.0
68995,107389.0,199723.0
69027,247010.0,126878.0
69039,187910.0,51637.0
69078,197556.0,112200.0
69175,288974.0,290623.0
69274,80915.0,267554.0
69287,287682.0,166141.0
69316,240755.0,108526.0
69383,243689.0,86426.0
69384,118524.0,197404.0
69387,81917.0,231613.0
69521,263193.0,48027.0
69532,218787.0,
69569,,
69716,54895.0,126482.0
70067,133312.0,49011.0
70334,166187.0,82695.0
70457,283612.0,76992.0
70491,122800.0,130549.0
70523,128171.0,294690.0
70590,244632.0,103540.0
70613,263643.0,124610.0
71060,263827.0,166141.0
71178,,
71246,161802.0,3600.0
71312,183242.0,155077.0
71547,281176.0,225394.0
71558,5343.0,267405.0
71573,70028.0,293125.0
71633,219061.0,84542.0
71806,580.0,199204.0
71847,159193.0,36121.0
71857,40555.0,28618.0
71881,40500.0,7285.0
71977,26175.0,60210.0
72226,209111.0,249741.0
72416,171167.0,78585.0
72572,112372.0,183921.0
72597,255804.0,85629.0
72658,53937.0,230655.0
72677,9051.0,21322.0
72691,,
72754,62378.0,261154.0
72796,61036.0,286976.0
72804,99852.0,43164.0
72914,190760.0,253247.0
73015,199291.0,50101.0
73048,63876.0,205993.0
73091,255857.0,292979.0
73140,46024.0,252460.0
73174,64243.0,288449.0
73254,186466.0,123503.0
73264,30005.0,209385.0
73325,137601.0,104931.0
73348,160530.0,227135.0
73635,226066.0,290558.0
73644,,
73756,114861.0,161269.0
73808,179223.0,262959.0
73895,190681.0,
73931,282345.0,48800.0
73985,146153.0,96989.0
74001,,
74333,284916.0,
74453,258080.0,141441.0
74471,268908.0,115386.0
74494,168301.0,275852.0
74590,94450.0,224968.0
74602,151837.0,233167.0
74836,73084.0,75367.0
74870,257090.0,235140.0
75010,84616.0,127893.0
75120,93191.0,93593.0
75126,284826.0,212630.0
75483,3530.0,11828.0
75944,185695.0,191782.0
75982,282661.0,152808.0
76019,42278.0,207090.0
76116,106767.0,126878.0
76284,230445.0,25875.0
76292,137533.0,150699.0
76317,285289.0,294489.0
76410,63501.0,12606.0
76449,56491.0,20475.0
76515,25386.0,141789.0
76599,150959.0,293119.0
76791,,
76816,91885.0,203524.0
76888,23041.0,110768.0
76990,50355.0,237425.0
77158,26311.0,70201.0
77294,25282.0,19065.0
77321,45376.0,64744.0
77347,65521.0,283145.0
77599,61795.0,166141.0
77684,254323.0,59092.0
77686,295181.0,139383.0
77718,53239.0,177361.0
77908,274605.0,161019.0
77967,14808.0,12606.0
77984,200201.0,186545.0
78071,124262.0,85610.0
78112,249255.0,186106.0
78120,169236.0,
78396,247122.0,286938.0
78440,281884.0,254032.0
78537,287682.0,166141.0
78592,159066.0,1116.0
78898,12972.0,30786.0
78899,173654.0,87781.0
78907,192075.0,234140.0
78908,15537.0,88809.0
78991,130037.0,9750.0
78992,295283.0,9646.0
79003,70358.0,191782.0
79059,222005.0,286841.0
79129,65602.0,83754.0
79133,,
79600,,
79602,84347.0,778.0
79617,53241.0,247955.0
79645,154231.0,103916.0
79657,192220.0,175266.0
79708,12765.0,225171.0
79941,6.0,228091.0
79946,199945.0,88467.0
80033,54033.0,30786.0
80189,76971.0,131958.0
80324,94436.0,150179.0
80456,150447.0,236019.0
80564,275723.0,295474.0
80657,161720.0,25481.0
80797,110869.0,269466.0
80929,128494.0,124724.0
80945,280598.0,139937.0
81073,146166.0,152427.0
81214,,
81356,29158.0,217144.0
81384,118721.0,39785.0
81387,170030.0,291792.0
81412,156934.0,106193.0
81656,274733.0,
81818,258287.0,48608.0
82153,71755.0,54601.0
82163,52270.0,190543.0
82249,178160.0,
82271,177974.0,121889.0
82335,444.0,112451.0
82358,,
82383,188792.0,84392.0
82508,23268.0,187518.0
82547,191913.0,249824.0
82619,25852.0,89109.0
82769,116049.0,232565.0
82786,32393.0,247758.0
82790,65328.0,256310.0
82847,24300.0,161145.0
82879,90069.0,231159.0
82954,265752.0,250370.0
83000,110487.0,99886.0
83127,57416.0,181190.0
83245,36534.0,9282.0
83377,,
83492,130439.0,235140.0
83764,184701.0,238797.0
83771,125343.0,171378.0
83774,19433.0,127089.0
84068,63664.0,133260.0
84235,143449.0,9295.0
84437,68838.0,73819.0
84438,111112.0,263882.0
84535,87891.0,263263.0
84843,168786.0,92928.0
84844,,
84851,202491.0,185050.0
84946,176129.0,87626.0
85076,17083.0,193779.0
85169,181016.0,191782.0
85504,285602.0,106750.0
85575,117842.0,79903.0
85615,,39540.0
85713,261308.0,165161.0
85824,222926.0,217144.0
86027,76030.0,24791.0
86106,90738.0,225970.0
86261,181436.0,115534.0
86281,193099.0,269466.0
86282,29386.0,270655.0
86390,86738.0,98933.0
86451,21627.0,71482.0
86518,109229.0,
86582,35985.0,231613.0
86604,203460.0,188768.0
86653,103863.0,171127.0
86831,226213.0,
86978,64003.0,19963.0
87198,,
87201,205174.0,12920.0
87202,257759.0,99218.0
87300,188264.0,57021.0
87378,281384.0,118736.0
87406,129483.0,
87462,129263.0,4216.0
87694,90733.0,236742.0
87767,90171.0,189604.0
87819,34100.0,98310.0
87822,132809.0,
87868,17251.0,137842.0
88030,131659.0,280596.0
88053,96883.0,229092.0
88151,29115.0,156344.0
88158,30250.0,89428.0
88233,187077.0,191782.0
88243,,
88246,,
88314,156436.0,180964.0
88431,,
88590,197850.0,118736.0
88719,66850.0,201048.0
88831,156088.0,
88929,285843.0,182570.0
88932,,
88950,64992.0,117582.0
88953,273749.0,292570.0
88977,286524.0,37015.0
89140,185970.0,116698.0
89192,17095.0,100355.0
89219,,
89274,,
89354,83416.0,206388.0
89385,15856.0,150254.0
89430,107053.0,253282.0
89565,29115.0,156344.0
89653,107143.0,73328.0
89656,44200.0,157933.0
89836,85990.0,17526.0
90334,266433.0,225015.0
90389,234767.0,84746.0
90401,135722.0,262766.0
90431,84687.0,195962.0
90481,76519.0,285743.0
90504,210953.0,96989.0
90539,185614.0,152013.0
90726,62005.0,156713.0
90740,131162.0,22474.0
90771,,
90879,65722.0,232184.0
90898,259098.0,161186.0
90991,15144.0,10492.0
91016,201572.0,125953.0
91113,24802.0,119186.0
91139,246096.0,61547.0
91222,17350.0,237418.0
91235,,
91335,89530.0,111777.0
91362,293784.0,10512.0
91435,266047.0,143831.0
91515,155224.0,90985.0
91639,11903.0,241993.0
91651,136073.0,33269.0
91923,242001.0,
91978,98669.0,289992.0
92175,,
92185,140402.0,293125.0
92263,277835.0,111979.0
92316,38532.0,214034.0
92347,277220.0,137868.0
92364,,
92549,130036.0,128272.0
92678,102888.0,161118.0
92787,152287.0,177488.0
92834,241570.0,
92846,75801.0,14223.0
93030,76327.0,230603.0
93456,108711.0,19413.0
93571,30567.0,58381.0
93572,267948.0,167735.0
93614,194925.0,252972.0
93658,291644.0,145158.0
93782,160788.0,250159.0
93895,38883.0,200000.0
94055,74701.0,132319.0
94217,244116.0,85449.0
94235,66787.0,155427.0
94259,198963.0,191921.0
94297,260338.0,68352.0
94447,,
94477,16245.0,227193.0
94570,286058.0,169912.0
94693,25234.0,162906.0
94713,160384.0,49876.0
94724,51546.0,7281.0
94832,,
94865,80667.0,154852.0
94950,115332.0,161118.0
95006,78438.0,41156.0
95012,55882.0,
95072,87136.0,
95122,112908.0,271901.0
95306,29730.0,57537.0
95517,173283.0,155085.0
95554,147781.0,266032.0
95692,136637.0,250159.0
95709,287073.0,54144.0
95853,232698.0,123503.0
95855,18892.0,3546.0
95889,35958.0,187518.0
95890,85778.0,211476.0
95940,218355.0,189604.0
96007,35151.0,214565.0
96044,78245.0,
96224,44515.0,84499.0
96267,195547.0,197583.0
96413,41081.0,281882.0
96422,75726.0,66709.0
96499,91166.0,37896.0
96503,147191.0,114039.0
96714,33416.0,286976.0
96807,88761.0,251882.0
97021,131130.0,39902.0
97279,223489.0,98933.0
97308,78927.0,295094.0
97314,268420.0,234926.0
97330,41826.0,176963.0
97355,,
97514,28823.0,212035.0
97564,70099.0,197404.0
97597,286623.0,184074.0
97632,118111.0,113265.0
97715,107259.0,212630.0
97760,174179.0,99641.0
